Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1728914400000,65150.01000000,66299.93000000,65116.00000000,65922.00000000,5246.02328000,1728917999999,345345997.84075390,524637,3145.30270000,207022969.73270200,0
1728918000000,65922.00000000,66111.16000000,65800.00000000,65870.00000000,2620.60347000,1728921599999,172862261.26153310,280643,1117.48581000,73721103.83042860,0
1728921600000,65870.00000000,66014.00000000,65609.04000000,65703.99000000,2115.94718000,1728925199999,139116927.27786370,233101,1058.33982000,69575857.12346500,0
1728925200000,65703.99000000,65846.00000000,65459.00000000,65640.01000000,1061.53508000,1728928799999,69708658.22731330,171760,495.47017000,32539114.78104390,0
1728928800000,65640.00000000,65960.00000000,65579.90000000,65769.59000000,978.39321000,1728932399999,64392680.56364050,183792,482.46876000,31749347.47845490,0
1728932400000,65769.59000000,66072.30000000,65723.40000000,65939.40000000,1385.23734000,1728935999999,91362509.95812950,232175,659.49120000,43495368.22915460,0
1728936000000,65939.41000000,66050.00000000,65815.56000000,65925.97000000,589.40036000,1728939599999,38872926.14017540,105116,269.42538000,17770192.43846500,0
1728939600000,65925.98000000,65999.00000000,65730.00000000,65782.14000000,396.51022000,1728943199999,26114859.90971400,55093,171.34617000,11285156.84869300,0
1728943200000,65782.14000000,66500.00000000,65770.00000000,66454.00000000,1948.67266000,1728946799999,129055556.09926390,148791,1316.95238000,87236321.34373730,0
1728946800000,66454.01000000,66500.00000000,66035.29000000,66083.99000000,946.55585000,1728950399999,62689090.63044090,120789,474.15706000,31413115.80257930,0
1728950400000,66084.00000000,66330.00000000,65856.45000000,65929.99000000,1154.23779000,1728953999999,76219184.74404180,195818,501.77070000,33142980.99927640,0
1728954000000,65930.00000000,66013.83000000,65733.39000000,65866.48000000,694.44944000,1728957599999,45759478.25161490,144384,314.72672000,20739900.24299700,0
1728957600000,65866.48000000,65928.00000000,65706.01000000,65759.99000000,617.73826000,1728961199999,40640167.32612490,82601,279.95975000,18419985.77114300,0
1728961200000,65759.99000000,65760.00000000,65324.40000000,65400.00000000,1108.40050000,1728964799999,72637791.18057350,139857,494.28598000,32386604.99319460,0
1728964800000,65399.99000000,65691.21000000,65322.00000000,65599.99000000,567.45376000,1728968399999,37185996.73313860,99142,288.74715000,18923058.37708710,0
1728968400000,65599.99000000,65600.00000000,65201.00000000,65363.24000000,822.80503000,1728971999999,53779896.08250610,131400,322.86752000,21101652.08397840,0
1728972000000,65363.25000000,65612.17000000,65285.24000000,65564.98000000,735.52735000,1728975599999,48138429.63107940,75718,362.72073000,23743782.70439100,0
1728975600000,65564.98000000,65846.00000000,65560.01000000,65638.74000000,1193.58339000,1728979199999,78455787.27780120,106555,466.30086000,30648262.08632870,0
1728979200000,65638.74000000,65850.00000000,65615.57000000,65754.00000000,565.59570000,1728982799999,37182097.01934350,85206,273.04003000,17949292.79510460,0
1728982800000,65753.99000000,65785.33000000,65602.68000000,65637.99000000,1081.37313000,1728986399999,71038702.23139460,93565,670.44082000,44047671.17861710,0
1728986400000,65637.99000000,65750.00000000,65582.95000000,65679.94000000,642.13152000,1728989999999,42178970.29418950,92879,260.43381000,17109012.18662560,0
1728990000000,65679.95000000,65720.00000000,65280.00000000,65399.69000000,1509.55209000,1728993599999,98869295.09670770,278185,699.29549000,45803762.82247450,0
1728993600000,65399.68000000,65964.56000000,65383.50000000,65802.01000000,1376.78893000,1728997199999,90390682.43194490,219421,670.91312000,44036478.72589820,0
1728997200000,65802.01000000,67767.66000000,65770.00000000,67658.00000000,4758.39408000,1729000799999,317730753.85080380,431512,3211.55102000,214513304.95677900,0
1729000800000,67658.00000000,67950.00000000,65150.01000000,65376.00000000,9039.37258000,1729004399999,600762808.93930810,983849,4214.61307000,280132938.07654590,0
