etime,close
2014/12/24,2483
2014/12/25,2484
2014/12/26,2481
2014/12/29,2508
2014/12/30,2582
2014/12/31,2593
2015/1/5,2556
2015/1/6,2612
2015/1/7,2586
2015/1/8,2580
2015/1/9,2564
2015/1/12,2537
2015/1/13,2503
2015/1/14,2487
2015/1/15,2495
2015/1/16,2512
2015/1/19,2501
2015/1/20,2502
2015/1/21,2493
2015/1/22,2481
2015/1/23,2483
2015/1/26,2462
2015/1/27,2457
2015/1/28,2465
2015/1/29,2495
2015/1/30,2500
2015/2/2,2496
2015/2/3,2488
2015/2/4,2484
2015/2/5,2480
2015/2/6,2487
2015/2/9,2480
2015/2/10,2486
2015/2/11,2485
2015/2/12,2483
2015/2/13,2506
2015/2/16,2532
2015/2/17,2515
2015/2/25,2489
2015/2/26,2496
2015/2/27,2487
2015/3/2,2456
2015/3/3,2466
2015/3/4,2461
2015/3/5,2443
2015/3/6,2433
2015/3/9,2484
2015/3/10,2471
2015/3/11,2464
2015/3/12,2487
2015/3/13,2500
2015/3/16,2503
2015/3/17,2514
2015/3/18,2498
2015/3/19,2486
2015/3/20,2487
2015/3/23,2519
2015/3/24,2552
2015/3/25,2526
2015/3/26,2500
2015/3/27,2455
2015/3/30,2469
2015/3/31,2445
2015/4/1,2406
2015/4/2,2367
2015/4/3,2353
2015/4/7,2324
2015/4/8,2308
2015/4/9,2302
2015/4/10,2280
2015/4/13,2292
2015/4/14,2321
2015/4/15,2315
2015/4/16,2312
2015/4/17,2319
2015/4/20,2297
2015/4/21,2280
2015/4/22,2308
2015/4/23,2322
2015/4/24,2365
2015/4/27,2389
2015/4/28,2406
2015/4/29,2373
2015/4/30,2360
2015/5/4,2400
2015/5/5,2421
2015/5/6,2431
2015/5/7,2414
2015/5/8,2404
2015/5/11,2419
2015/5/12,2403
2015/5/13,2391
2015/5/14,2363
2015/5/15,2361
2015/5/18,2361
2015/5/19,2346
2015/5/20,2320
2015/5/21,2332
2015/5/22,2342
2015/5/25,2340
2015/5/26,2364
2015/5/27,2355
2015/5/28,2359
2015/5/29,2349
2015/6/1,2365
2015/6/2,2371
2015/6/3,2363
2015/6/4,2346
2015/6/5,2341
2015/6/8,2333
2015/6/9,2344
2015/6/10,2340
2015/6/11,2349
2015/6/12,2321
2015/6/15,2293
2015/6/16,2266
2015/6/17,2231
2015/6/18,2238
2015/6/19,2251
2015/6/23,2234
2015/6/24,2239
2015/6/25,2227
2015/6/26,2221
2015/6/29,2206
2015/6/30,2131
2015/7/1,2130
2015/7/2,2114
2015/7/3,2134
2015/7/6,2065
2015/7/7,1991
2015/7/8,1939
2015/7/9,1975
2015/7/10,2033
2015/7/13,2013
2015/7/14,2018
2015/7/15,1997
2015/7/16,1984
2015/7/17,2001
2015/7/20,2092
2015/7/21,2101
2015/7/22,2053
2015/7/23,2038
2015/7/24,2048
2015/7/27,2076
2015/7/28,2074
2015/7/29,2098
2015/7/30,2097
2015/7/31,2092
2015/8/3,2099
2015/8/4,2085
2015/8/5,2093
2015/8/6,2081
2015/8/7,2061
2015/8/10,2050
2015/8/11,2061
2015/8/12,2061
2015/8/13,2089
2015/8/14,2085
2015/8/17,2074
2015/8/18,2058
2015/8/19,2037
2015/8/20,2033
2015/8/21,2032
2015/8/24,1969
2015/8/25,1941
2015/8/26,1953
2015/8/27,1958
2015/8/28,1981
2015/8/31,1960
2015/9/1,1958
2015/9/2,1957
2015/9/7,1925
2015/9/8,1929
2015/9/9,1963
2015/9/10,1953
2015/9/11,1956
2015/9/14,1935
2015/9/15,1923
2015/9/16,1926
2015/9/17,1935
2015/9/18,1926
2015/9/21,1908
2015/9/22,1895
2015/9/23,1891
2015/9/24,1895
2015/9/25,1898
2015/9/28,1871
2015/9/29,1839
2015/9/30,1826
2015/10/8,1833
2015/10/9,1844
2015/10/12,1854
2015/10/13,1831
2015/10/14,1833
2015/10/15,1835
2015/10/16,1828
2015/10/19,1821
2015/10/20,1804
2015/10/21,1800
2015/10/22,1808
2015/10/23,1796
2015/10/26,1801
2015/10/27,1806
2015/10/28,1792
2015/10/29,1793
2015/10/30,1787
2015/11/2,1788
2015/11/3,1779
2015/11/4,1777
2015/11/5,1779
2015/11/6,1787
2015/11/9,1799
2015/11/10,1798
2015/11/11,1785
2015/11/12,1767
2015/11/13,1761
2015/11/16,1758
2015/11/17,1752
2015/11/18,1740
2015/11/19,1709
2015/11/20,1702
2015/11/23,1670
2015/11/24,1663
2015/11/25,1676
2015/11/26,1691
2015/11/27,1668
2015/11/30,1637
2015/12/1,1630
2015/12/2,1657
2015/12/3,1649
2015/12/4,1643
2015/12/7,1661
2015/12/8,1655
2015/12/9,1658
2015/12/10,1652
2015/12/11,1651
2015/12/14,1659
2015/12/15,1670
2015/12/16,1663
2015/12/17,1683
2015/12/18,1696
2015/12/21,1737
2015/12/22,1739
2015/12/23,1718
2015/12/24,1727
2015/12/25,1729
2015/12/28,1733
2015/12/29,1765
2015/12/30,1787
2015/12/31,1789
2016/1/4,1797
2016/1/5,1778
2016/1/6,1776
2016/1/7,1776
2016/1/8,1761
2016/1/11,1762
2016/1/12,1750
2016/1/13,1743
2016/1/14,1745
2016/1/15,1774
2016/1/18,1807
2016/1/19,1827
2016/1/20,1826
2016/1/21,1813
2016/1/22,1829
2016/1/25,1841
2016/1/26,1840
2016/1/27,1858
2016/1/28,1841
2016/1/29,1815
2016/2/1,1831
2016/2/2,1812
2016/2/3,1819
2016/2/4,1842
2016/2/5,1842
2016/2/15,1860
2016/2/16,1871
2016/2/17,1864
2016/2/18,1861
2016/2/19,1881
2016/2/22,1934
2016/2/23,1941
2016/2/24,1926
2016/2/25,1941
2016/2/26,1916
2016/2/29,1939
2016/3/1,1982
2016/3/2,1996
2016/3/3,1983
2016/3/4,1975
2016/3/7,2032
2016/3/8,2147
2016/3/9,2097
2016/3/10,2147
2016/3/11,2108
2016/3/14,2024
2016/3/15,1983
2016/3/16,1993
2016/3/17,2047
2016/3/18,2119
2016/3/21,2145
2016/3/22,2161
2016/3/23,2195
2016/3/24,2144
2016/3/25,2143
2016/3/28,2183
2016/3/29,2148
2016/3/30,2119
2016/3/31,2122
2016/4/1,2167
2016/4/5,2180
2016/4/6,2184
2016/4/7,2187
2016/4/8,2189
2016/4/11,2263
2016/4/12,2312
2016/4/13,2366
2016/4/14,2350
2016/4/15,2318
2016/4/18,2353
2016/4/19,2446
2016/4/20,2561
2016/4/21,2708
2016/4/22,2652
2016/4/25,2655
2016/4/26,2596
2016/4/27,2519
2016/4/28,2507
2016/4/29,2567
2016/5/3,2470
2016/5/4,2407
2016/5/5,2356
2016/5/6,2314
2016/5/9,2257
2016/5/10,2124
2016/5/11,2152
2016/5/12,2128
2016/5/13,2037
2016/5/16,2053
2016/5/17,2076
2016/5/18,2092
2016/5/19,2047
2016/5/20,2054
2016/5/23,1983
2016/5/24,1941
2016/5/25,1941
2016/5/26,1940
2016/5/27,1987
2016/5/30,1994
2016/5/31,1999
2016/6/1,1961
2016/6/2,1959
2016/6/3,1980
2016/6/6,2031
2016/6/7,2074
2016/6/8,2080
2016/6/13,2154
2016/6/14,2125
2016/6/15,2075
2016/6/16,2086
2016/6/17,2054
2016/6/20,2074
2016/6/21,2085
2016/6/22,2115
2016/6/23,2145
2016/6/24,2140
2016/6/27,2210
2016/6/28,2265
2016/6/29,2250
2016/6/30,2295
2016/7/1,2344
2016/7/4,2412
2016/7/5,2385
2016/7/6,2371
2016/7/7,2401
2016/7/8,2402
2016/7/11,2422
2016/7/12,2491
2016/7/13,2550
2016/7/14,2511
2016/7/15,2513
2016/7/18,2439
2016/7/19,2315
2016/7/20,2306
2016/7/21,2353
2016/7/22,2343
2016/7/25,2331
2016/7/26,2339
2016/7/27,2405
2016/7/28,2462
2016/7/29,2444
2016/8/1,2466
2016/8/2,2500
2016/8/3,2495
2016/8/4,2461
2016/8/5,2505
2016/8/8,2570
2016/8/9,2591
2016/8/10,2586
2016/8/11,2572
2016/8/12,2574
2016/8/15,2551
2016/8/16,2629
2016/8/17,2629
2016/8/18,2542
2016/8/19,2539
2016/8/22,2572
2016/8/23,2585
2016/8/24,2596
2016/8/25,2563
2016/8/26,2541
2016/8/29,2476
2016/8/30,2453
2016/8/31,2422
2016/9/1,2388
2016/9/2,2426
2016/9/5,2438
2016/9/6,2430
2016/9/7,2371
2016/9/8,2338
2016/9/9,2324
2016/9/12,2307
2016/9/13,2272
2016/9/14,2260
2016/9/19,2235
2016/9/20,2263
2016/9/21,2259
2016/9/22,2292
2016/9/23,2298
2016/9/26,2323
2016/9/27,2282
2016/9/28,2272
2016/9/29,2306
2016/9/30,2264
2016/10/10,2247
2016/10/11,2309
2016/10/12,2335
2016/10/13,2348
2016/10/14,2378
2016/10/17,2427
2016/10/18,2421
2016/10/19,2472
2016/10/20,2472
2016/10/21,2465
2016/10/24,2469
2016/10/25,2547
2016/10/26,2546
2016/10/27,2528
2016/10/28,2545
2016/10/31,2582
2016/11/1,2607
2016/11/2,2629
2016/11/3,2646
2016/11/4,2726
2016/11/7,2799
2016/11/8,2864
2016/11/9,2943
2016/11/10,3021
2016/11/11,3043
2016/11/14,3041
2016/11/15,2930
2016/11/16,2789
2016/11/17,2785
2016/11/18,2783
2016/11/21,2736
2016/11/22,2826
2016/11/23,2914
2016/11/24,2948
2016/11/25,3044
2016/11/28,3281
2016/11/29,3226
2016/11/30,3040
2016/12/1,3087
2016/12/2,3131
2016/12/5,3147
2016/12/6,3218
2016/12/7,3337
2016/12/8,3363
2016/12/9,3325
2016/12/12,3436
2016/12/13,3466
2016/12/14,3412
2016/12/15,3368
2016/12/16,3363
2016/12/19,3252
2016/12/20,3157
2016/12/21,3158
2016/12/22,3110
2016/12/23,3012
2016/12/26,2927
2016/12/27,2931
2016/12/28,3015
2016/12/29,2951
2016/12/30,2911
2017/1/3,2914
2017/1/4,2892
2017/1/5,2953
2017/1/6,2943
2017/1/9,2960
2017/1/10,3095
2017/1/11,3173
2017/1/12,3212
2017/1/13,3207
2017/1/16,3318
2017/1/17,3326
2017/1/18,3287
2017/1/19,3262
2017/1/20,3251
2017/1/23,3174
2017/1/24,3263
2017/1/25,3287
2017/1/26,3339
2017/2/3,3174
2017/2/6,3097
2017/2/7,3129
2017/2/8,3198
2017/2/9,3239
2017/2/10,3292
2017/2/13,3399
2017/2/14,3419
2017/2/15,3412
2017/2/16,3421
2017/2/17,3451
2017/2/20,3517
2017/2/21,3589
2017/2/22,3546
2017/2/23,3512
2017/2/24,3449
2017/2/27,3573
2017/2/28,3564
2017/3/1,3516
2017/3/2,3558
2017/3/3,3499
2017/3/6,3511
2017/3/7,3477
2017/3/8,3459
2017/3/9,3390
2017/3/10,3404
2017/3/13,3461
2017/3/14,3585
2017/3/15,3629
2017/3/16,3621
2017/3/17,3588
2017/3/20,3599
2017/3/21,3524
2017/3/22,3448
2017/3/23,3151
2017/3/24,3151
2017/3/27,3061
2017/3/28,3072
2017/3/29,3124
2017/3/30,3154
2017/3/31,3166
2017/4/5,3238
2017/4/6,3196
2017/4/7,3058
2017/4/10,3021
2017/4/11,2998
2017/4/12,2931
2017/4/13,2925
2017/4/14,2951
2017/4/17,2932
2017/4/18,2868
2017/4/19,2839
2017/4/20,2842
2017/4/21,2920
2017/4/24,2894
2017/4/25,2930
2017/4/26,2981
2017/4/27,2985
2017/4/28,3066
2017/5/2,3133
2017/5/3,3123
2017/5/4,3007
2017/5/5,2931
2017/5/8,2987
2017/5/9,3001
2017/5/10,3056
2017/5/11,3030
2017/5/12,3000
2017/5/15,2981
2017/5/16,2983
2017/5/17,3066
2017/5/18,3120
2017/5/19,3186
2017/5/22,3325
2017/5/23,3320
2017/5/24,3258
2017/5/25,3254
2017/5/26,3212
2017/5/31,3181
2017/6/1,3094
2017/6/2,3057
2017/6/5,2989
2017/6/6,2941
2017/6/7,2965
2017/6/8,2972
2017/6/9,2992
2017/6/12,3030
2017/6/13,2995
2017/6/14,2998
2017/6/15,3080
2017/6/16,3113
2017/6/19,3137
2017/6/20,3119
2017/6/21,3060
2017/6/22,3087
2017/6/23,3062
2017/6/26,3115
2017/6/27,3173
2017/6/28,3258
2017/6/29,3291
2017/6/30,3306
2017/7/3,3373
2017/7/4,3393
2017/7/5,3422
2017/7/6,3392
2017/7/7,3387
2017/7/10,3439
2017/7/11,3522
2017/7/12,3582
2017/7/13,3607
2017/7/14,3578
2017/7/17,3614
2017/7/18,3615
2017/7/19,3646
2017/7/20,3582
2017/7/21,3506
2017/7/24,3507
2017/7/25,3540
2017/7/26,3591
2017/7/27,3553
2017/7/28,3565
2017/7/31,3663
2017/8/1,3716
2017/8/2,3719
2017/8/3,3746
2017/8/4,3833
2017/8/7,4021
2017/8/8,3917
2017/8/9,3928
2017/8/10,3969
2017/8/11,3907
2017/8/14,3835
2017/8/15,3746
2017/8/16,3730
2017/8/17,3795
2017/8/18,3823
2017/8/21,3913
2017/8/22,3935
2017/8/23,3795
2017/8/24,3827
2017/8/25,3926
2017/8/28,3881
2017/8/29,3900
2017/8/30,3856
2017/8/31,3851
2017/9/1,3993
2017/9/4,4098
2017/9/5,4088
2017/9/6,4055
2017/9/7,3982
2017/9/8,3961
2017/9/11,3901
2017/9/12,3923
2017/9/13,3948
2017/9/14,3880
2017/9/15,3820
2017/9/18,3787
2017/9/19,3789
2017/9/20,3746
2017/9/21,3723
2017/9/22,3598
2017/9/25,3583
2017/9/26,3616
2017/9/27,3644
2017/9/28,3641
2017/9/29,3603
2017/10/9,3733
2017/10/10,3601
2017/10/11,3567
2017/10/12,3579
2017/10/13,3718
2017/10/16,3813
2017/10/17,3773
2017/10/18,3733
2017/10/19,3620
2017/10/20,3679
2017/10/23,3694
2017/10/24,3730
2017/10/25,3739
2017/10/26,3665
2017/10/27,3619
2017/10/30,3591
2017/10/31,3597
2017/11/1,3615
2017/11/2,3622
2017/11/3,3631
2017/11/6,3687
2017/11/7,3715
2017/11/8,3705
2017/11/9,3786
2017/11/10,3770
2017/11/13,3781
2017/11/14,3801
2017/11/15,3739
2017/11/16,3695
2017/11/17,3657
2017/11/20,3665
2017/11/21,3732
2017/11/22,3794
2017/11/23,3829
2017/11/24,3796
2017/11/27,3845
2017/11/28,3858
2017/11/29,3899
2017/11/30,3997
2017/12/1,3977
2017/12/4,4039
2017/12/5,4051
2017/12/6,3956
2017/12/7,3877
2017/12/8,3851
2017/12/11,3917
2017/12/12,3925
2017/12/13,3848
2017/12/14,3819
2017/12/15,3806
2017/12/18,3856
2017/12/19,3823
2017/12/20,3801
2017/12/21,3843
2017/12/22,3908
2017/12/25,3860
2017/12/26,3807
2017/12/27,3809
2017/12/28,3765
2017/12/29,3794
2018/1/2,3842
2018/1/3,3845
2018/1/4,3811
2018/1/5,3791
2018/1/8,3772
2018/1/9,3824
2018/1/10,3833
2018/1/11,3850
2018/1/12,3807
2018/1/15,3784
2018/1/16,3814
2018/1/17,3816
2018/1/18,3843
2018/1/19,3883
2018/1/22,3939
2018/1/23,3905
2018/1/24,3924
2018/1/25,3958
2018/1/26,3948
2018/1/29,3945
2018/1/30,3923
2018/1/31,3918
2018/2/1,3941
2018/2/2,3949
2018/2/5,3946
2018/2/6,3960
2018/2/7,3944
2018/2/8,3931
2018/2/9,3911
2018/2/12,3906
2018/2/13,3918
2018/2/14,3934
2018/2/22,3881
2018/2/23,3898
2018/2/26,4000
2018/2/27,4014
2018/2/28,4019
2018/3/1,4036
2018/3/2,4009
2018/3/5,3980
2018/3/6,3954
2018/3/7,3939
2018/3/8,3853
2018/3/9,3738
2018/3/12,3719
2018/3/13,3712
2018/3/14,3707
2018/3/15,3748
2018/3/16,3737
2018/3/19,3675
2018/3/20,3637
2018/3/21,3646
2018/3/22,3623
2018/3/23,3460
2018/3/26,3364
2018/3/27,3413
2018/3/28,3236
2018/3/29,3248
2018/3/30,3323
2018/4/2,3381
2018/4/3,3356
2018/4/4,3343
2018/4/9,3362
2018/4/10,3419
2018/4/11,3421
2018/4/12,3397
2018/4/13,3422
2018/4/16,3403
2018/4/17,3389
2018/4/18,3447
2018/4/19,3493
2018/4/20,3475
2018/4/23,3510
2018/4/24,3564
2018/4/25,3569
2018/4/26,3565
2018/4/27,3574
2018/5/2,3677
2018/5/3,3695
2018/5/4,3663
2018/5/7,3654
2018/5/8,3651
2018/5/9,3596
2018/5/10,3593
2018/5/11,3650
2018/5/14,3672
2018/5/15,3677
2018/5/16,3674
2018/5/17,3674
2018/5/18,3655
2018/5/21,3614
2018/5/22,3582
2018/5/23,3541
2018/5/24,3548
2018/5/25,3584
2018/5/28,3584
2018/5/29,3611
2018/5/30,3642
2018/5/31,3671
2018/6/1,3739
2018/6/4,3732
2018/6/5,3705
2018/6/6,3751
2018/6/7,3819
2018/6/8,3801
2018/6/11,3786
2018/6/12,3823
2018/6/13,3863
2018/6/14,3882
2018/6/15,3882
2018/6/19,3797
2018/6/20,3788
2018/6/21,3808
2018/6/22,3763
2018/6/25,3741
2018/6/26,3688
2018/6/27,3688
2018/6/28,3737
2018/6/29,3783
2018/7/2,3777
2018/7/3,3748
2018/7/4,3784
2018/7/5,3774
2018/7/6,3770
2018/7/9,3790
2018/7/10,3861
2018/7/11,3870
2018/7/12,3937
2018/7/13,3974
2018/7/16,3961
2018/7/17,3926
2018/7/18,3940
2018/7/19,3984
2018/7/20,3979
2018/7/23,3997
2018/7/24,4002
2018/7/25,4004
2018/7/26,4002
2018/7/27,4068
2018/7/30,4124
2018/7/31,4156
2018/8/1,4188
2018/8/2,4121
2018/8/3,4168
2018/8/6,4172
2018/8/7,4238
2018/8/8,4240
2018/8/9,4216
2018/8/10,4232
2018/8/13,4279
2018/8/14,4341
2018/8/15,4344
2018/8/16,4324
2018/8/17,4225
2018/8/20,4345
2018/8/21,4370
2018/8/22,4356
2018/8/23,4313
2018/8/24,4294
2018/8/27,4261
2018/8/28,4222
2018/8/29,4224
2018/8/30,4131
2018/8/31,4096
2018/9/3,4086
2018/9/4,4108
2018/9/5,4087
2018/9/6,4123
2018/9/7,4210
2018/9/10,4254
2018/9/11,4163
2018/9/12,4061
2018/9/13,4053
2018/9/14,4075
2018/9/17,4110
2018/9/18,4131
2018/9/19,4174
2018/9/20,4143
2018/9/21,4136
2018/9/25,4090
2018/9/26,4055
2018/9/27,4054
2018/9/28,3942
2018/10/8,3941
2018/10/9,4012
2018/10/10,4043
2018/10/11,4022
2018/10/12,4085
2018/10/15,4131
2018/10/16,4137
2018/10/17,4156
2018/10/18,4153
2018/10/19,4093
2018/10/22,4134
2018/10/23,4154
2018/10/24,4157
2018/10/25,4180
2018/10/26,4219
2018/10/29,4191
2018/10/30,4179
2018/10/31,4135
2018/11/1,4099
2018/11/2,4050
2018/11/5,4037
2018/11/6,3997
2018/11/7,3939
2018/11/8,3940
2018/11/9,3967
2018/11/12,3869
2018/11/13,3867
2018/11/14,3897
2018/11/15,3901
2018/11/16,3911
2018/11/19,3852
2018/11/20,3800
2018/11/21,3682
2018/11/22,3720
2018/11/23,3693
2018/11/26,3586
2018/11/27,3589
2018/11/28,3275
2018/11/29,3313
2018/11/30,3269
2018/12/3,3330
2018/12/4,3328
2018/12/5,3408
2018/12/6,3412
2018/12/7,3372
2018/12/10,3342
2018/12/11,3306
2018/12/12,3349
2018/12/13,3389
2018/12/14,3427
2018/12/17,3437
2018/12/18,3418
2018/12/19,3431
2018/12/20,3455
2018/12/21,3503
2018/12/24,3465
2018/12/25,3401
2018/12/26,3409
2018/12/27,3422
2018/12/28,3400
2019/1/2,3389
2019/1/3,3420
2019/1/4,3459
2019/1/7,3498
2019/1/8,3503
2019/1/9,3524
2019/1/10,3524
2019/1/11,3518
2019/1/14,3553
2019/1/15,3534
2019/1/16,3526
2019/1/17,3551
2019/1/18,3596
2019/1/21,3646
2019/1/22,3666
2019/1/23,3643
2019/1/24,3660
2019/1/25,3712
2019/1/28,3711
2019/1/29,3673
2019/1/30,3721
2019/1/31,3696
2019/2/1,3735
2019/2/11,3856
2019/2/12,3796
2019/2/13,3738
2019/2/14,3690
2019/2/15,3635
2019/2/18,3645
2019/2/19,3673
2019/2/20,3619
2019/2/21,3672
2019/2/22,3709
2019/2/25,3725
2019/2/26,3708
2019/2/27,3727
2019/2/28,3733
2019/3/1,3777
2019/3/4,3821
2019/3/5,3782
2019/3/6,3778
2019/3/7,3774
2019/3/8,3783
2019/3/11,3727
2019/3/12,3781
2019/3/13,3817
2019/3/14,3794
2019/3/15,3765
2019/3/18,3776
2019/3/19,3794
2019/3/20,3782
2019/3/21,3797
2019/3/22,3761
2019/3/25,3731
2019/3/26,3700
2019/3/27,3709
2019/3/28,3704
2019/3/29,3727
2019/4/1,3479
2019/4/2,3530
2019/4/3,3573
2019/4/4,3582
2019/4/8,3687
2019/4/9,3758
2019/4/10,3754
2019/4/11,3773
2019/4/12,3777
2019/4/15,3821
2019/4/16,3802
2019/4/17,3781
2019/4/18,3739
2019/4/19,3713
2019/4/22,3783
2019/4/23,3777
2019/4/24,3733
2019/4/25,3744
2019/4/26,3733
2019/4/29,3760
2019/4/30,3811
2019/5/6,3758
2019/5/7,3785
2019/5/8,3742
2019/5/9,3726
2019/5/10,3736
2019/5/13,3721
2019/5/14,3672
2019/5/15,3676
2019/5/16,3723
2019/5/17,3772
2019/5/20,3775
2019/5/21,3845
2019/5/22,3905
2019/5/23,3899
2019/5/24,3863
2019/5/27,3876
2019/5/28,3844
2019/5/29,3818
2019/5/30,3806
2019/5/31,3769
2019/6/3,3734
2019/6/4,3721
2019/6/5,3743
2019/6/6,3713
2019/6/10,3703
2019/6/11,3783
2019/6/12,3805
2019/6/13,3774
2019/6/14,3785
2019/6/17,3722
2019/6/18,3710
2019/6/19,3762
2019/6/20,3800
2019/6/21,3816
2019/6/24,3908
2019/6/25,3964
2019/6/26,3985
2019/6/27,4035
2019/6/28,4044
2019/7/1,4108
2019/7/2,4063
2019/7/3,4042
2019/7/4,4033
2019/7/5,4014
2019/7/8,4002
2019/7/9,4048
2019/7/10,4025
2019/7/11,4004
2019/7/12,3992
2019/7/15,3964
2019/7/16,4039
2019/7/17,4035
2019/7/18,4014
2019/7/19,3970
2019/7/22,3963
2019/7/23,3949
2019/7/24,3901
2019/7/25,3918
2019/7/26,3950
2019/7/29,3907
2019/7/30,3895
2019/7/31,3907
2019/8/1,3878
2019/8/2,3805
2019/8/5,3778
2019/8/6,3744
2019/8/7,3711
2019/8/8,3714
2019/8/9,3618
2019/8/12,3600
2019/8/13,3674
2019/8/14,3695
2019/8/15,3700
2019/8/16,3714
2019/8/19,3729
2019/8/20,3726
2019/8/21,3667
2019/8/22,3406
2019/8/23,3437
2019/8/26,3407
2019/8/27,3326
2019/8/28,3286
2019/8/29,3304
2019/8/30,3318
2019/9/2,3369
2019/9/3,3398
2019/9/4,3415
2019/9/5,3450
2019/9/6,3420
2019/9/9,3447
2019/9/10,3485
2019/9/11,3476
2019/9/12,3502
2019/9/16,3553
2019/9/17,3540
2019/9/18,3513
2019/9/19,3447
2019/9/20,3388
2019/9/23,3454
2019/9/24,3516
2019/9/25,3495
2019/9/26,3474
2019/9/27,3434
2019/9/30,3485
2019/10/8,3427
2019/10/9,3411
2019/10/10,3412
2019/10/11,3397
2019/10/14,3403
2019/10/15,3339
2019/10/16,3323
2019/10/17,3304
2019/10/18,3293
2019/10/21,3296
2019/10/22,3304
2019/10/23,3323
2019/10/24,3304
2019/10/25,3320
2019/10/28,3341
2019/10/29,3339
2019/10/30,3351
2019/10/31,3374
2019/11/1,3364
2019/11/4,3375
2019/11/5,3398
2019/11/6,3444
2019/11/7,3440
2019/11/8,3412
2019/11/11,3368
2019/11/12,3409
2019/11/13,3442
2019/11/14,3476
2019/11/15,3535
2019/11/18,3553
2019/11/19,3590
2019/11/20,3660
2019/11/21,3643
2019/11/22,3642
2019/11/25,3683
2019/11/26,3641
2019/11/27,3605
2019/11/28,3587
2019/11/29,3618
2019/12/2,3607
2019/12/3,3619
2019/12/4,3608
2019/12/5,3429
2019/12/6,3417
2019/12/9,3492
2019/12/10,3513
2019/12/11,3528
2019/12/12,3533
2019/12/13,3524
2019/12/16,3512
2019/12/17,3478
2019/12/18,3483
2019/12/19,3498
2019/12/20,3515
2019/12/23,3534
2019/12/24,3522
2019/12/25,3504
2019/12/26,3501
2019/12/27,3537
2019/12/30,3543
2019/12/31,3558
2020/1/2,3563
2020/1/3,3552
2020/1/6,3549
2020/1/7,3569
2020/1/8,3602
2020/1/9,3587
2020/1/10,3568
2020/1/13,3549
2020/1/14,3546
2020/1/15,3556
2020/1/16,3558
2020/1/17,3586
2020/1/20,3602
2020/1/21,3574
2020/1/22,3536
2020/1/23,3515
2020/2/3,3259
2020/2/4,3285
2020/2/5,3300
2020/2/6,3295
2020/2/7,3309
2020/2/10,3303
2020/2/11,3393
2020/2/12,3404
2020/2/13,3399
2020/2/14,3385
2020/2/17,3413
2020/2/18,3409
2020/2/19,3389
2020/2/20,3440
2020/2/21,3470
2020/2/24,3483
2020/2/25,3461
2020/2/26,3464
2020/2/27,3426
2020/2/28,3354
2020/3/2,3399
2020/3/3,3437
2020/3/4,3449
2020/3/5,3475
2020/3/6,3449
2020/3/9,3400
2020/3/10,3464
2020/3/11,3506
2020/3/12,3504
2020/3/13,3511
2020/3/16,3562
2020/3/17,3546
2020/3/18,3560
2020/3/19,3461
2020/3/20,3395
2020/3/23,3288
2020/3/24,3314
2020/3/25,3364
2020/3/26,3351
2020/3/27,3342
2020/3/30,3256
2020/3/31,3245
2020/4/1,3182
2020/4/2,3165
2020/4/3,3203
2020/4/7,3215
2020/4/8,3227
2020/4/9,3293
2020/4/10,3330
2020/4/13,3388
2020/4/14,3393
2020/4/15,3380
2020/4/16,3380
2020/4/17,3400
2020/4/20,3379
2020/4/21,3326
2020/4/22,3339
2020/4/23,3356
2020/4/24,3334
2020/4/27,3330
2020/4/28,3303
2020/4/29,3297
2020/4/30,3343
2020/5/6,3388
2020/5/7,3422
2020/5/8,3457
2020/5/11,3452
2020/5/12,3455
2020/5/13,3463
2020/5/14,3457
2020/5/15,3453
2020/5/18,3512
2020/5/19,3557
2020/5/20,3539
2020/5/21,3548
2020/5/22,3547
2020/5/25,3510
2020/5/26,3502
2020/5/27,3485
2020/5/28,3492
2020/5/29,3533
2020/6/1,3580
2020/6/2,3608
2020/6/3,3640
2020/6/4,3646
2020/6/5,3603
2020/6/8,3628
2020/6/9,3603
2020/6/10,3602
2020/6/11,3593
2020/6/12,3597
2020/6/15,3601
2020/6/16,3592
2020/6/17,3594
2020/6/18,3604
2020/6/19,3629
2020/6/22,3636
2020/6/23,3614
2020/6/24,3615
2020/6/29,3569
2020/6/30,3568
2020/7/1,3561
2020/7/2,3569
2020/7/3,3603
2020/7/6,3615
2020/7/7,3636
2020/7/8,3678
2020/7/9,3720
2020/7/10,3703
2020/7/13,3735
2020/7/14,3735
2020/7/15,3739
2020/7/16,3719
2020/7/17,3711
2020/7/20,3719
2020/7/21,3733
2020/7/22,3789
2020/7/23,3787
2020/7/24,3769
2020/7/27,3752
2020/7/28,3741
2020/7/29,3748
2020/7/30,3765
2020/7/31,3758
2020/8/3,3811
2020/8/4,3843
2020/8/5,3828
2020/8/6,3855
2020/8/7,3844
2020/8/10,3821
2020/8/11,3827
2020/8/12,3794
2020/8/13,3787
2020/8/14,3786
2020/8/17,3821
2020/8/18,3838
2020/8/19,3824
2020/8/20,3772
2020/8/21,3780
2020/8/24,3790
2020/8/25,3797
2020/8/26,3708
2020/8/27,3725
2020/8/28,3717
2020/8/31,3762
2020/9/1,3774
2020/9/2,3771
2020/9/3,3795
2020/9/4,3758
2020/9/7,3751
2020/9/8,3741
2020/9/9,3699
2020/9/10,3660
2020/9/11,3647
2020/9/14,3661
2020/9/15,3640
2020/9/16,3587
2020/9/17,3580
